"burner","from","to","user","stablecoin","stablecoinAmount","burned","burnedAmount","tx","ts","gasPrice","gasUsed","gasLimit","v","block"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x6aE098A5035a885a1e564Fc859093FD67Fa5E603","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x6ae098a5035a885a1e564fc859093fd67fa5e603","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","726830492","0x985458e523db3d53125813ed68c274899e9dfab4","8215000000","0x9e667ec5d72104f2e11d340ccf202f870e02d805087d6b25e61496ff6232ae4c","1697231756","100000000000","200823","301234","3333200036","48327014"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x3B2f028fe2f2b649B6b6c3d7138882c58cFb1748","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x3b2f028fe2f2b649b6b6c3d7138882c58cfb1748","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","998018805","0x985458e523db3d53125813ed68c274899e9dfab4","11400000000","0xd83b91b0094dc1160f8135205e4d74d2d787ce014e2c8d7f9872209ca73a0898","1697240173","100000000000","171386","257079","3333200036","48331219"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0xc161A6F92B4561068F5996B8F835A37A284D7362","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0xc161a6f92b4561068f5996b8f835a37a284d7362","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","574","0x3c2b8be99c50593081eaa2a724f0b8285f5aba8f","9000","0xd9cce27632e368714979819e174cd3f60cc8a5ed0c82bccb68307d93f7c4d651","1697246022","100000000000","208331","312496","3333200035","48334140"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x605613863f61E373867f41c3dDcCc4f55007d295","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x605613863f61e373867f41c3ddccc4f55007d295","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","974138780","0x985458e523db3d53125813ed68c274899e9dfab4","11284000000","0xb6b32de35b49ce9dcc74af481b3673df65d98717e40a0e10e097e2e938ab16b6","1697248458","150000000000","190586","285879","3333200035","48335358"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0xbd1df00dD7021b1c21e44140150F5F5c5D800fBC","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0xbd1df00dd7021b1c21e44140150f5f5c5d800fbc","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","999288155","0x3c2b8be99c50593081eaa2a724f0b8285f5aba8f","11350000000","0x75a80a4fdba5b9f96f0d45a5229cceb865995c046d2e69374e2ea216bb341109","1697256929","100000000000","188115","188115","3333200036","48339592"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x9c11775Abc672146af7c07781796a38c532090AB","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x9c11775abc672146af7c07781796a38c532090ab","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","615383182","0x3095c7557bcb296ccc6e363de01b760ba031f2d9","35475000","0x296c16cacd1f187ccb317aba885082506a5920720668c9f74136379a0fa3efed","1697265258","121000000000","199661","299492","3333200036","48343752"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x300F3647cF552CfFd2d39b136F7992d7653D8497","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x300f3647cf552cffd2d39b136f7992d7653d8497","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","436483796","0x985458e523db3d53125813ed68c274899e9dfab4","5000000000","0xb4c466ed4572f0fe0e4a7cdf4c2257db7b6612b4b2954ecc38a2461e3a287c7e","1697273648","100000000000","185755","278632","3333200035","48347943"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x9c11775Abc672146af7c07781796a38c532090AB","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x9c11775abc672146af7c07781796a38c532090ab","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","205134909","0x6983d1e6def3690c4d616b13597a09e6193ea013","2155800000000000000","0xdee03b0d55bbd18da288485fd1314e16b389a19c1d3acbfb624db401b0802bfa","1697281952","122000000000","187612","281418","3333200035","48352091"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x300F3647cF552CfFd2d39b136F7992d7653D8497","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0x300f3647cf552cffd2d39b136f7992d7653d8497","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","560358670","0x985458e523db3d53125813ed68c274899e9dfab4","6400000000","0x97ba0fd4f5f1283471ad8d89595cd4831bde73dde9bc3e7f9bbc247a9e4d7bc3","1697289451","100000000000","175011","262516","3333200036","48355837"
"0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0xc08dc76d06CC78CAa25204BAF832BFc4e10007B5","0x6Cffea1d811d96C52750D23D9f49B3868F036E8B","0xc08dc76d06cc78caa25204baf832bfc4e10007b5","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","189183506","0x6983d1e6def3690c4d616b13597a09e6193ea013","2009999000000000000","0xadbc125d433acb1bcf606c035ad8912e44278a1e2c02ec64932ec5c97903f412","1697297653","100000000000","202612","303918","3333200035","48359934"
