"burner","from","to","user","stablecoin","stablecoinAmount","burned","burnedAmount","tx","ts","gasPrice","gasUsed","gasLimit","v","block"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0xbd1df00dD7021b1c21e44140150F5F5c5D800fBC","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0xbd1df00dd7021b1c21e44140150f5f5c5d800fbc","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","45870","0x985458e523db3d53125813ed68c274899e9dfab4","1000000","0x47e6eace00da5f229355568808afd382d8a7d9fcefbb9d5dc138c7596c60f719","1700430529","100000000000","214361","214361","3333200036","49925830"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0xA4421dfcD8A39B62BE2787b36e6855c2A8Bd4470","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0xa4421dfcd8a39b62be2787b36e6855c2a8bd4470","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","1076995","0x985458e523db3d53125813ed68c274899e9dfab4","13000000","0x63c497efc4fcac116e84f1a347b60509935ff7bb29952264fd9291c540075ed7","1700434524","100000000000","198231","297346","3333200036","49927827"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x300F3647cF552CfFd2d39b136F7992d7653D8497","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x300f3647cf552cffd2d39b136f7992d7653d8497","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","998833056","0x985458e523db3d53125813ed68c274899e9dfab4","10280000000","0xebb5edefda056bdd8612c746cef04445a653d0c8c2ece3757c0ac1e317219e88","1700436109","100000000000","192569","288853","3333200035","49928619"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0xbd1df00dD7021b1c21e44140150F5F5c5D800fBC","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0xbd1df00dd7021b1c21e44140150f5f5c5d800fbc","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","998554444","0x985458e523db3d53125813ed68c274899e9dfab4","9980000000","0xe3aace30f27ca8e4ada2319e3f114233908c407834dbf7285d907d4185e20473","1700445835","100000000000","160098","160098","3333200036","49933481"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x00000015C1106FFDFC6e0B6eDB54176bf784cf43","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x00000015c1106ffdfc6e0b6edb54176bf784cf43","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","998277222","0x985458e523db3d53125813ed68c274899e9dfab4","9980000000","0x99b7c100c724a5b32837c4e492fc394d2ac33d9ba552c8309d20cebae0c40f9e","1700455558","100000000000","190098","190098","3333200035","49938342"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x94999c9Be303689C1377AF5F299100d8a9e7e73F","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x94999c9be303689c1377af5f299100d8a9e7e73f","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","998462037","0x985458e523db3d53125813ed68c274899e9dfab4","9980000000","0x3479e1b37efb4d879ae6f51fc3c935960dae46e8ca4e4fc710dea1a721cc596b","1700465283","100000000000","190098","190098","3333200036","49943202"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x15eA3D1bD178dD3ed6b5D6105e64AFeee52A1193","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x15ea3d1bd178dd3ed6b5d6105e64afeee52a1193","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","998369629","0x985458e523db3d53125813ed68c274899e9dfab4","9980000000","0xc0bd5f6914862cb5e55a04115f9cdfeffbe756ea564530ea994c539951e4e346","1700475007","100000000000","175118","190118","3333200036","49948063"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0xcAB60429AFe0db4bc50aCF1fc0811aDc138b825E","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0xcab60429afe0db4bc50acf1fc0811adc138b825e","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","9783","0x3c2b8be99c50593081eaa2a724f0b8285f5aba8f","100000","0xe39eea9d970a564c054c761580c4b7832dd1ccfc6a4af162e5d8eec6e78a0169","1700484493","105000000000","212061","318091","3333200035","49952805"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x47C2F4E9ebfC656Cd19AB503BF41ad17966c56aA","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x47c2f4e9ebfc656cd19ab503bf41ad17966c56aa","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","998521899","0x985458e523db3d53125813ed68c274899e9dfab4","9980000000","0xb4682e22020ff1d8e3e7a3cb975b4ec7ca046fe6213111fc6775e282b1322be8","1700484733","100000000000","194318","194318","3333200035","49952925"
"0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x605613863f61E373867f41c3dDcCc4f55007d295","0xc9aFd7b4f658EA3B56bCA685C66F5Ed2eB018BF4","0x605613863f61e373867f41c3ddccc4f55007d295","0xbc594cabd205bd993e7ffa6f3e9cea75c1110da5","499869999","0x985458e523db3d53125813ed68c274899e9dfab4","5211000000","0x7d80905d2fefddb1545d2f1a649c6df24e6b7e36d6a29ca0ed974002911a1922","1700494013","150000000000","187818","281727","3333200036","49957564"
